,Título da Notícia,Tema,URL
2231,"
Lorota: juiz responde advogado que pôs receita de pamonha em petição
",brasil,www.boatos.org/brasil/lorota-juiz-responde-advogado-que-pos-receita-de-pamonha-em-peticao.html
2232,"
Mineiros chilenos soterrados vêm para Copa apoiar seleção, diz boato
",esporte,www.boatos.org/esporte/mineiros-chilenos-soterrados-vem-para-copa-apoiar-selecao-diz-boato.html
2233,"
Fake: escritora holandesa Aliefka Bijlsma faz texto bárbaro sobre o Brasil
",entretenimento,www.boatos.org/entretenimento/fake-escritora-holandesa-aliefka-bijlsma-faz-texto-barbaro-sobre-o-brasil.html
2234,"
Hoax: estádio Itaquerão esconde prisão subterrânea em segredo na Copa
",esporte,www.boatos.org/esporte/hoax-estadio-itaquerao-esconde-prisao-subterranea-em-segredo-na-copa.html
2235,"
Hoax: Cuiabá possui surto de H1N1 e governo não divulga por causa da Copa
",saude,www.boatos.org/saude/hoax-cuiaba-possui-surto-de-h1n1-e-governo-nao-divulga-por-causa-da-copa.html
2236,"
Seleção japonesa não viajou para Copa do Mundo em avião do Pokémon
",esporte,www.boatos.org/esporte/selecao-japonesa-nao-viajou-para-copa-mundo-em-aviao-pokemon.html
2237,"
Hoax: Goleiro mexicano Ochoa, que fechou gol contra o Brasil, tem seis dedos
",esporte,www.boatos.org/esporte/hoax-goleiro-mexicano-ochoa-que-fechou-gol-contra-o-brasil-tem-seis-dedos.html
2238,"
Informação falsa: Ponte Rio-Niterói pode cair por ter rachadura enorme
",politica,www.boatos.org/politica/informacao-falsa-ponte-rio-niteroi-pode-cair-por-ter-rachadura-enorme.html
2239,"
Lorota: jogador chora em hino da Costa do Marfim após saber que pai morreu
",esporte,www.boatos.org/esporte/lorota-jogador-chora-em-hino-da-costa-marfim-apos-saber-que-pai-morreu.html
2240,"
Aprovado o fim 13º salário pela Câmara dos Deputados #boato
",politica,www.boatos.org/politica/noticia-falsa-camara-dos-deputados-aprova-fim-13o-salario.html
2241,"
Webdriver Torso, canal do Youtube, tem mensagem subliminar, diz hoax
",tecnologia,www.boatos.org/tecnologia/webdriver-torso-canal-youtube-tem-mensagem-subliminar-diz-hoax.html
2242,"
Filme Malévola é uma propaganda do inferno, diz teoria da conspiração
",religiao,www.boatos.org/religiao/filme-malevola-e-uma-propaganda-inferno-diz-teoria-da-conspiracao.html
2243,"
Fotomontagem mostra peixe-porco pescado no Rio Grande do Norte
",brasil,www.boatos.org/brasil/fotomontagem-mostra-peixe-porco-pescado-rio-grande-norte.html
2244,"
Informação errada: vereador José Rainha (PT) agride jornalista
",politica,www.boatos.org/politica/informacao-errada-vereador-jose-rainha-pt-agride-jornalista.html
2245,"
Bonecas humanas são vendidas como escravas na Europa #boato
",mundo,www.boatos.org/mundo/bonecas-humanas-escravas-europa.html
2246,"
Boato aponta que jogador Kaká e Carol Celico estão separados
",esporte,www.boatos.org/esporte/boato-aponta-que-jogador-kaka-e-carol-celico-estao-separados.html
2247,"
Balela: empresa desmata Amazônia para torcer pela Inglaterra na Copa
",esporte,www.boatos.org/esporte/balela-empresa-desmata-amazonia-para-torcer-pela-inglaterra-na-copa.html
2248,"
Pegadinha: milhares de pessoas estão desaparecendo em todo mundo
",religiao,www.boatos.org/religiao/pegadinha-milhares-de-pessoas-estao-desaparecendo-em-todo-mundo.html
2249,"
Vídeo falso: brincadeira com faca entre amigos acaba em morte
",mundo,www.boatos.org/mundo/video-falso-brincadeira-com-faca-entre-amigos-acaba-em-morte.html
2250,"
Vídeo falso: homem pula na água e fica cara a cara com tubarão
",mundo,www.boatos.org/mundo/video-falso-homem-pula-na-agua-e-fica-cara-cara-com-tubarao.html
2251,"
Pegadinha: repórter casada da Band beija folião durante o Carnatal
",entretenimento,www.boatos.org/entretenimento/pegadinha-reporter-casada-da-band-beija-foliao-durante-o-carnatal.html
2252,"
Flanelinhas borrifam ácido em vidros de carros no semáforo #boato
",brasil,www.boatos.org/brasil/mentira-flanelinhas-borrifam-acido-em-vidros-de-carros-semaforo.html
2253,"
Boato diz que PCC fará ataque durante a Copa do Mundo no Brasil
",esporte,www.boatos.org/esporte/boato-diz-que-pcc-fara-ataque-durante-copa-mundo-brasil.html
2254,"
Informação errada: Mulher explode durante sexo em motel de Manaus
",brasil,www.boatos.org/brasil/informacao-errada-mulher-explode-durante-sexo-em-motel-de-manaus.html
2255,"
Bandidos usam droga burundanga (escopolamina) para assaltos #boato
",brasil,www.boatos.org/brasil/hoax-bandidos-usam-droga-burundanga-escopolamina-para-assaltos.html
2256,"
Google Earth encontra pista de pouso para alienígenas no Egito #boato
",mundo,www.boatos.org/mundo/hoax-google-earth-encontra-pista-de-pouso-para-alienigenas-egito.html
2257,"
Hoax: ajude bebê que nasceu com crânio na barriga compartilhando foto
",tecnologia,www.boatos.org/tecnologia/hoax-ajude-bebe-que-nasceu-com-cranio-na-barriga-compartilhando-foto.html
2258,"
Estranha criatura é encontrada na América Latina #boato
",mundo,www.boatos.org/mundo/imagem-falsa-estranha-criatura-e-encontrada-na-america-latina.html
2259,"
Boato: Copa do Mundo de 2014 está comprada e Brasil será campeão
",esporte,www.boatos.org/esporte/boato-copa-mundo-de-2014-esta-comprada-e-brasil-sera-campeao.html
2260,"
Pegadinha: Selton Mello vai participar da série Game of Thrones
",entretenimento,www.boatos.org/entretenimento/pegadinha-selton-mello-vai-participar-da-serie-game-thrones.html
2261,"
Mulher morre atingida por estaca de urina congelada #boato
",mundo,www.boatos.org/mundo/historia-falsa-mulher-morre-atingida-por-estaca-de-urina-congelada.html
2262,"
Hoax: cientistas canadenses provam que o teletransporte é algo possível
",ciencia,www.boatos.org/ciencia/hoax-cientistas-provam-que-o-teletransporte-e-algo-possivel.html
2263,"
Balela: bares que quiserem transmitir Copa terão que pagar taxa para FIFA
",esporte,www.boatos.org/esporte/balela-bares-que-quiserem-transmitir-copa-terao-que-pagar-taxa-para-fifa.html
2264,"
Informação falsa: Facebook bloqueia usuários por protesto contra Copa
",esporte,www.boatos.org/esporte/informacao-falsa-facebook-bloqueia-usuarios-por-protesto-contra-copa.html
2265,"
Capa falsa da Veja: Joaquim Barbosa pede para população não votar no PT
",politica,www.boatos.org/politica/capa-falsa-da-veja-joaquim-barbosa-pede-para-populacao-nao-votar-pt.html
2266,"
Navio americano conversa com farol espanhol por rádio #boato
",mundo,www.boatos.org/mundo/falsa-conversa-de-radio-navio-americano-encontra-farol-espanhol.html
2267,"
Hoax: Facebook dará dinheiro a pai que teve família arrasada por câncer
",tecnologia,www.boatos.org/tecnologia/hoax-facebook-dara-dinheiro-pai-que-teve-familia-arrasada-por-cancer.html
2268,"
Imagem que mostra extrato de R$ 2.600 do Bolsa Família é falsa
",politica,www.boatos.org/politica/imagem-que-mostra-extrato-de-r-2-600-bolsa-familia-e-falsa.html
2269,"
Lorota: Silvio Santos encontra barras de ouro vencidas no porão do SBT
",brasil,www.boatos.org/brasil/lorota-silvio-santos-encontra-barras-de-ouro-vencidas-porao-sbt.html
2270,"
Menina nasce com as mãos coladas, anuncia volta de Jesus e morre #boato
",religiao,www.boatos.org/religiao/hoax-menina-nasce-com-maos-coladas-anuncia-volta-de-jesus-e-morre.html
2271,"
Informação falsa: PT traz 20 mil haitianos para o Brasil para formar milícia
",politica,www.boatos.org/politica/informacao-falsa-pt-traz-20-mil-haitianos-para-o-brasil-para-formar-milicia.html
2272,"
Hoax: Bomba caseira é feita com água e alumínio em garrafa pet
",brasil,www.boatos.org/brasil/hoax-bomba-caseira-e-feita-com-agua-e-aluminio-em-garrafa-pet.html
2273,"
Boato: cinema alerta sobre cena gay no filme Praia do Futuro
",entretenimento,www.boatos.org/entretenimento/boato-cinema-alerta-sobre-cena-gay-filme-praia-futuro.html
2274,"
Balela: Xuxa fez pacto com o diabo para alcançar sucesso
",entretenimento,www.boatos.org/entretenimento/balela-xuxa-fez-pacto-com-o-diabo-para-alcancar-sucesso.html
2275,"
Informação errada: óleo de canola é um veneno para a saúde
",saude,www.boatos.org/saude/informacao-errada-oleo-de-canola-e-um-veneno-para-saude.html
2276,"
Informação errada: Aécio Neves será julgado por desvio de verba em MG
",politica,www.boatos.org/politica/informacao-errada-aecio-neves-sera-julgado-por-desvio-de-verba-em-mg.html
2277,"
Balela: Arena Pernambuco pode ser demolida após Copa do Mundo
",esporte,www.boatos.org/esporte/balela-arena-pernambuco-pode-ser-demolida-apos-copa-mundo.html
2278,"
Notícia falsa: Joseph Blatter será presidente do Brasil durante a Copa
",esporte,www.boatos.org/esporte/noticia-falsa-joseph-blatter-sera-presidente-brasil-durante-copa.html
2279,"
História falsa: serial killer está atacando mulheres em Goiânia
",brasil,www.boatos.org/brasil/historia-falsa-serial-killer-esta-atacando-mulheres-em-goiania.html
2280,"
Balela: seleção da Alemanha constrói rodovia própria para Copa no Brasil
",esporte,www.boatos.org/esporte/balela-selecao-da-alemanha-constroi-rodovia-propria-para-copa-brasil.html
2281,"
Balela: Brad Pitt escreve emocionante carta de amor para Angelina Jolie
",entretenimento,www.boatos.org/entretenimento/balela-brad-pitt-escreve-emocionante-carta-de-amor-para-angelina-jolie.html
2282,"
Hoax: Carta aberta à presidente Dilma Rousseff de senhora de 93 anos
",politica,www.boatos.org/politica/hoax-carta-aberta-presidente-dilma-rousseff-de-senhora-de-93-anos.html
2283,"
Hoax: Luciana Gimenez foi possuída pelo diabo e desmaiou ao vivo na TV
",religiao,www.boatos.org/religiao/hoax-luciana-gimenez-foi-possuida-pelo-diabo-e-desmaiou-ao-vivo-na-tv.html
2284,"
Ministro da China aponta 10 sugestões para melhorar Brasil #boato
",politica,www.boatos.org/politica/texto-falso-ministro-da-china-aponta-10-sugestoes-para-melhorar-brasil.html
2285,"
Menina de 15 anos excluiu mensagem de Jesus e morreu #boato
",religiao,www.boatos.org/religiao/hoax-menina-de-15-anos-excluiu-mensagem-de-jesus-facebook-e-morreu.html
2286,"
Notícia Falsa: policiais de Moçambique farão segurança na Copa
",politica,www.boatos.org/politica/noticia-falsa-policiais-de-mocambique-farao-seguranca-na-copa.html
2287,"
Graviola cura câncer e é mais eficiente que quimioterapia #boato
",saude,www.boatos.org/saude/hoax-graviola-cura-cancer-e-e-mais-eficiente-que-quimioterapia.html
2288,"
Leia o texto que fala que graviola cura câncer
",original,www.boatos.org/original/leia-o-texto-que-fala-que-graviola-cura-cancer.html
2289,"
Balela: Ronaldo anuncia que vai deixar o Brasil após a Copa do Mundo
",esporte,www.boatos.org/esporte/balela-ronaldo-anuncia-que-vai-deixar-o-brasil-apos-copa-mundo.html
2290,"
Promoção Copa do Mundo Premiada Cielo traz vírus no Facebook
",tecnologia,www.boatos.org/tecnologia/promocao-copa-mundo-premiada-cielo-traz-virus-facebook.html
2291,"
Fake: Jô Soares fala para brasileiros cantar hino de costas como protesto
",esporte,www.boatos.org/esporte/fake-jo-soares-fala-para-brasileiros-cantar-hino-de-costas-como-protesto.html
2292,"
Informação errada: ministros vão ganhar Bolsa Copa do governo
",politica,www.boatos.org/politica/informacao-errada-ministros-vao-ganhar-bolsa-copa-governo.html
2293,"
Bolsa Copa: leia na íntegra o decreto Nº 8.228/2014
",original,www.boatos.org/original/bolsa-copa-leia-na-integra-o-decreto-8-2282014.html
2294,"
Fake: Latino vai criar versão de Faroeste Caboclo melhor que original
",entretenimento,www.boatos.org/entretenimento/fake-latino-vai-criar-versao-de-faroeste-caboclo-melhor-que-original.html
2295,"
Boato: Jair Bolsonaro vai se candidatar a presidente pelo PP nas eleições
",politica,www.boatos.org/politica/boato-jair-bolsonaro-vai-se-candidatar-presidente-pelo-pp-nas-eleicoes.html
2296,"
Bandeira verde é cobrada em contas de luz para pagar Copa, diz boato
",esporte,www.boatos.org/esporte/bandeira-verde-e-cobrada-em-contas-de-luz-para-pagar-copa-diz-boato.html
2297,"
Boato: médica cubana faz diagnóstico de virose bacteriana no Amapá
",saude,www.boatos.org/saude/boato-medica-cubana-faz-diagnostico-de-virose-bacteriana-amapa.html
2298,"
Balela: vaiar na Copa pode dar de 20 a 50 anos de cadeia, diz projeto
",esporte,www.boatos.org/esporte/balela-vaiar-na-copa-pode-dar-de-20-50-anos-de-cadeia-diz-projeto.html
2299,"
Balela: voluntários fazem greve e FIFA busca bolsistas do PIBIC para Copa
",esporte,www.boatos.org/esporte/balela-voluntarios-fazem-greve-e-fifa-busca-bolsistas-pibic-para-copa.html
2300,"
Fake: Zagallo detona corrupção do PT em entrevista para jornal do Rio
",esporte,www.boatos.org/esporte/fake-zagallo-detona-corrupcao-pt-em-entrevista-para-jornal-rio.html
2301,"
Mentira: tossir durante infarto faz pessoa sobreviver a ataque cardíaco
",saude,www.boatos.org/saude/mentira-tossir-durante-infarto-faz-pessoa-sobreviver-ataque-cardiaco.html
2302,"
Informação falsa: garoto de 12 anos mata morador de rua e sentença é prisão perpétua
",mundo,www.boatos.org/mundo/informacao-falsa-garoto-de-12-anos-mata-morador-de-rua-e-sentenca-e-prisao-perpetua.html
2303,"
Ilusão de ótica: carro fantasma aparece em cruzamento na Rússia
",ciencia,www.boatos.org/ciencia/ilusao-de-otica-carro-fantasma-aparece-em-cruzamento-na-russia.html
2304,"
Informação falsa: soja está criando geração de meninos gays
",saude,www.boatos.org/saude/informacao-falsa-soja-esta-criando-geracao-de-meninos-gays.html
2305,"
Balela: vídeo mostra bebê tocando guitarra como gente grande
",entretenimento,www.boatos.org/entretenimento/balela-video-mostra-bebe-tocando-guitarra-como-gente-grande.html
2306,"
Balela: Globo vai fazer regravação de “How I Met Your Mother”
",entretenimento,www.boatos.org/entretenimento/balela-globo-vai-fazer-regravacao-de-met-mother.html
2307,"
Ney Latorraca morreu: boato fala de morte após cirurgia
",entretenimento,www.boatos.org/entretenimento/ney-latorraca-morreu-boato-fala-de-morte-apos-cirurgia.html
2308,"
Alerta falso: projeto para acabar com a família será votado esta semana
",politica,www.boatos.org/politica/alerta-falso-projeto-para-acabar-com-familia-sera-votado-esta-semana.html
2309,"
Montagem: Nokia lança celular que envia mensagem, diz capa de jornal
",tecnologia,www.boatos.org/tecnologia/montagem-nokia-lanca-celular-que-envia-mensagem-diz-capa-de-jornal.html
2310,"
Balela: SBT faz enquete para dar programa para Rachel Sheherazade
",politica,www.boatos.org/politica/balela-sbt-faz-enquete-para-dar-programa-para-rachel-sheherazade.html
2311,"
Informação falsa: Vírus ebola chega ao Brasil pela cidade de Brasiléia
",saude,www.boatos.org/saude/informacao-falsa-virus-ebola-chega-ao-brasil-pela-cidade-de-brasileia.html
2312,"
Informação errada: presidente do Paraguai elimina Bolsa Família
",politica,www.boatos.org/politica/informacao-errada-presidente-paraguai-elimina-bolsa-familia.html
2313,"
Montagem: Steven Seagal apoia a campanha Fora Dilma
",politica,www.boatos.org/politica/montagem-steven-seagal-apoia-campanha-fora-dilma.html
2314,"
Análise: boato da mulher que roubava crianças acaba em tragédia em SP
",brasil,www.boatos.org/brasil/analise-boato-da-mulher-que-roubava-criancas-acaba-em-tragedia-em-sp.html
2315,"
Balela: amante de Dilma entra na Justiça e cobra pensão de presidente
",politica,www.boatos.org/politica/balela-amante-de-dilma-entra-na-justica-e-cobra-pensao-de-presidente.html
2316,"
Alerta falso: novela Meu Pedacinho de Chão é do diabo por exaltar umbanda
",religiao,www.boatos.org/religiao/alerta-falso-novela-meu-pedacinho-de-chao-e-diabo-por-exaltar-umbanda.html
2317,"
Notícia falsa: população amarra vereador em poste em cidade de Alagoas
",politica,www.boatos.org/politica/noticia-falsa-populacao-amarra-vereador-em-poste-em-cidade-de-alagoas.html
2318,"
Balela: amigo de Luciano Huck jogou banana em Daniel Alves na Espanha
",esporte,www.boatos.org/esporte/balela-amigo-de-luciano-huck-jogou-banana-em-daniel-alves-na-espanha.html
2319,"
Lista falsa de convocados do Brasil para a Copa do Mundo vaza na web
",esporte,www.boatos.org/esporte/lista-falsa-de-convocados-brasil-para-copa-mundo-vaza-na-web.html
2320,"
Notícia falsa: Renato Aragão pede demissão de manobrista de shopping
",entretenimento,www.boatos.org/entretenimento/noticia-falsa-renato-aragao-pede-demissao-de-manobrista-de-shopping.html
2321,"
Novela Geração Brasil, da TV Globo, faz campanha para Aécio, diz boato
",politica,www.boatos.org/politica/novela-geracao-brasil-da-tv-globo-faz-campanha-para-aecio-diz-boato.html
2322,"
Notícia falsa: Nasa aponta que ET disfarçado de humano vive no Brasil
",brasil,www.boatos.org/brasil/noticia-falsa-nasa-aponta-que-et-disfarcado-de-humano-vive-brasil.html
2323,"
Hoax: tragédia vai acontecer durante Copa, diz garota vidente na Bahia
",esporte,www.boatos.org/esporte/hoax-tragedia-vai-acontecer-durante-copa-diz-garota-vidente-na-bahia.html
2324,"
Boato diz que Lula será candidato a presidente nas Eleições de 2014
",politica,www.boatos.org/politica/boato-diz-que-lula-sera-candidato-presidente-nas-eleicoes-de-2014.html
2325,"
Papa Francisco com camiseta do Black Sabath #boato
",religiao,www.boatos.org/religiao/foto-falsa-mostra-papa-francisco-com-camiseta-black-sabath.html
2326,"
Link Emagreça sem sofrer Veja como hoje mesmo esconde vírus
",tecnologia,www.boatos.org/tecnologia/link-emagreca-sem-sofrer-veja-como-hoje-mesmo-esconde-virus.html
2327,"
Lenda: torcedor fantasma aparece em jogo da Libertadores na Bolívia
",esporte,www.boatos.org/esporte/lenda-torcedor-fantasma-aparece-em-jogo-da-libertadores-na-bolivia.html
2328,"
Hoax: Relógio suíço é encontrado em tumba de 400 anos da Dinastia Ming
",ciencia,www.boatos.org/ciencia/hoax-relogio-suico-e-encontrado-em-tumba-de-400-anos-e-pode-significar-viagem-tempoda-dinastia-ming.html
2329,"
Dica falsa de saúde diz que aspargos podem curar câncer
",saude,www.boatos.org/saude/dica-falsa-de-saude-diz-que-aspargos-podem-curar-cancer.html
2330,"
Golpe: página faz sorteio de smartphones sem película no Facebook
",tecnologia,www.boatos.org/tecnologia/golpe-pagina-faz-sorteio-de-smartphones-sem-pelicula-facebook.html
2331,"
Hoax: espírito de Luciano do Valle invade transmissão de Simpsons
",esporte,www.boatos.org/esporte/hoax-espirito-de-luciano-valle-invade-transmissao-de-simpsons.html
2332,"
Desodorante antitranspirante pode causar câncer de mama #boato
",saude,www.boatos.org/saude/mentira-desodorante-antitranspirante-pode-causar-cancer-de-mama.html
2333,"
Vírus: e-mail diz para usuário do Hotmail recadastrar conta no Outlook
",tecnologia,www.boatos.org/tecnologia/virus-e-mail-diz-para-usuario-hotmail-recadastrar-conta-outlook.html
2334,"
LOL carrega significado satânico e enaltece poder do diabo #boato
",religiao,www.boatos.org/religiao/hoax-lol-carrega-significado-satanico-e-enaltece-poder-diabo.html
2335,"
Notícia falsa: político é amarrado em poste por população no Maranhão
",politica,www.boatos.org/politica/noticia-falsa-politico-e-amarrado-em-poste-por-populacao-maranhao.html
2336,"
Terra é oca e centro é ocupado por extraterrestres #boato
",ciencia,www.boatos.org/ciencia/terra-oca-hoax-diz-que-centro-da-terra-e-ocupado-por-extraterrestres.html
2337,"
Notícia sobre empresa que vende chocolate em formato de pênis é falsa
",mundo,www.boatos.org/mundo/noticia-sobre-empresa-que-vende-chocolate-em-formato-de-penis-e-falsa.html
2338,"
Notícia falsa: AC/DC vai acabar após saída de guitarrista Malcolm Young
",entretenimento,www.boatos.org/entretenimento/noticia-falsa-acdc-vai-acabar-apos-saida-de-guitarrista-malcolm-young.html
2339,"
Análise: fã diz que Michael Jackson está vivo em programa da TV Record
",entretenimento,www.boatos.org/entretenimento/analise-fa-diz-que-michael-jackson-esta-vivo-em-programa-da-tv-record.html
2340,"
Carta de despedida de Gabriel García Marquéz que circula na web é falsa
",entretenimento,www.boatos.org/entretenimento/carta-de-despedida-de-gabriel-garcia-marquez-que-circula-na-web-e-falsa.html
2341,"
Boato: passageiros da Malaysia Airlines estão vivos no Afeganistão
",mundo,www.boatos.org/mundo/boato-diz-que-passageiros-da-malaysia-airlines-estao-vivos-afeganistao.html
2342,"
Presidente da Nigéria dá iPhone de ouro em casamento da filha #boato
",politica,www.boatos.org/politica/balela-presidente-da-nigeria-da-iphone-de-ouro-para-convidados-de-casamento-da-filha.html
2343,"
Mr. Catra morreu: boato de morte de funkeiro agita redes sociais
",entretenimento,www.boatos.org/entretenimento/mr-catra-morreu-boato-de-morte-de-funkeiro-agita-redes-sociais.html
2344,"
Notícia falsa: Governo quer incluir Ritalina na merenda escolar
",politica,www.boatos.org/politica/noticia-falsa-governo-quer-incluir-ritalina-na-merenda-escolar.html
2345,"
Lenda: Branca de Neve e os Sete Anões leva mensagem sobre cocaína
",entretenimento,www.boatos.org/entretenimento/lenda-branca-de-neve-e-os-sete-anoes-leva-mensagem-sobre-cocaina.html
2346,"
Hello Kitty é do diabo e tem pacto com demônio #boato
",religiao,www.boatos.org/religiao/hello-kitty-e-diabo-lenda-fala-de-pacto-de-personagem-com-demonio.html
2347,"
Michael Jackson está vivo: teoria diz que cantor não morreu em 2009
",entretenimento,www.boatos.org/entretenimento/michael-jackson-esta-vivo-teoria-diz-que-cantor-nao-morreu-em-2009.html
2348,"
Notícia falsa: deputado Jean Wyllys quer criar profissão de ex-BBB
",politica,www.boatos.org/politica/noticia-falsa-deputado-jean-wyllys-quer-criar-profissao-de-ex-bbb.html
2349,"
Vírus no Facebook: ganhe dinheiro sem sair de casa – Saiba como aqui
",tecnologia,www.boatos.org/tecnologia/virus-facebook-ganhe-dinheiro-sem-sair-de-casa-saiba-como-aqui.html
2350,"
Leão Negro: imagem circula na internet #boato
",mundo,www.boatos.org/mundo/leao-negro-imagem-que-circula-na-internet-e-falsa.html
2351,"
Frangos mutantes do KFC modificados geneticamente #boato
",saude,www.boatos.org/saude/frangos-mutantes-kfc-hoax-diz-que-rede-vende-coisas-modificadas-geneticamente.html
2352,"
Balela: Facebook vai mostrar quem visitou o seu perfil
",tecnologia,www.boatos.org/tecnologia/balela-facebook-vai-mostrar-quem-visitou-o-seu-perfil.html
2353,"
Quatro luas de sangue anunciam fim do mundo #boato
",religiao,www.boatos.org/religiao/quatro-luas-de-sangue-anunciam-fim-mundo-diz-teoria-da-conspiracao.html
2354,"
Informação errada: Brasil é o único país do mundo com o padrão de tomada atual
",brasil,www.boatos.org/brasil/informacao-errada-brasil-e-o-unico-pais-mundo-com-o-padrao-de-tomada-atual.html
2355,"
Dica falsa: casca de bananas clareia os dentes
",saude,www.boatos.org/saude/dica-falsa-casca-de-bananas-clareia-os-dentes.html
2356,"
Indiano de 179 anos entra para o Guinness como homem mais velho do mundo #boato
",mundo,www.boatos.org/mundo/hoax-indiano-de-179-anos-entra-para-o-guinness-como-homem-mais-velho-mundo.html
2357,"
Masaru Emoto diz que poder das palavras pode alterar substâncias #boato
",ciencia,www.boatos.org/ciencia/teoria-falsa-masaru-emoto-diz-que-poder-das-palavras-pode-alterar-substancias.html
2358,"
Peixe-panga faz mal a saúde por ser sujo, diz hoax
",saude,www.boatos.org/saude/informacao-falsa-diz-que-comer-peixe-panga-faz-mal-saude.html
2359,"
Leia na íntegra o texto que diz que o peixe-panga é um perigo para a saúde
",original,www.boatos.org/original/leia-na-integra-o-texto-que-diz-que-o-peixe-panga-e-um-perigo-para-saude.html
2360,"
Alerta falso: sabonete Dove Esfoliação Diária pode causar câncer
",saude,www.boatos.org/saude/alerta-falso-sabonete-dove-esfoliacao-diaria-pode-causar-cancer.html
2361,"
Informação errada: Prova da Saerj tem questão sobre Valesca Popozuda
",brasil,www.boatos.org/brasil/informacao-errada-prova-da-saerj-tem-questao-sobre-valesca-popozuda.html
2362,"
Boato: SBT afasta Rachel Sheherazade do ar após pressão do governo
",politica,www.boatos.org/politica/boato-sbt-afasta-rachel-sheherazade-ar-apos-pressao-governo.html
2363,"
Mentira: Cone Crew diz no Lollapalooza que Criolo é mera enganação
",entretenimento,www.boatos.org/entretenimento/mentira-cone-crew-diz-lollapalooza-que-criolo-e-mera-enganacao.html
2364,"
Informação Falsa: sem corantes, a Coca-Cola é verde originalmente
",saude,www.boatos.org/saude/informacao-falsa-sem-corantes-coca-cola-e-verde-originalmente.html
2365,"
Avião faz manobra 360º enquanto garotas dançam na Romênia #boato
",mundo,www.boatos.org/mundo/video-falso-aviao-faz-manobra-360o-enquanto-garotas-dancam-na-romenia.html
2366,"
Pegadinha: juiz proíbe estagiários de comerem pães no lanche do Fórum
",brasil,www.boatos.org/brasil/pegadinha-juiz-proibe-estagiarios-de-comerem-paes-lanche-forum.html
2367,"
Lenda urbana: Courtney Love matou Kurt Cobain, vocalista do Nirvana
",entretenimento,www.boatos.org/entretenimento/lenda-urbana-courtney-love-matou-kurt-cobain-vocalista-nirvana.html
2368,"
Mentira: pessoas com olhos castanhos são mais honestas
",ciencia,www.boatos.org/ciencia/mentira-pessoas-com-olhos-castanhos-sao-mais-honestas.html
2369,"
Pesquisa do Ipea traz informação errada sobre estupro e roupas curtas
",politica,www.boatos.org/politica/pesquisa-ipea-traz-informacao-errada-sobre-estupro-e-roupas-curtas.html
2370,"
Camarão com vitamina C é mistura fatal por causa de arsênico #boato
",saude,www.boatos.org/saude/hoax-camarao-com-vitamina-c-e-um-mistura-fatal-por-causa-de-arsenico.html
2371,"
Leia na íntegra o texto que fala que camarão e vitamina C podem matar
",original,www.boatos.org/original/leia-na-integra-o-texto-que-fala-que-camarao-e-vitamina-c-podem-matar.html
2372,"
Pegadinha: Governo proíbe Doze Anos de Escravidão em cidades com Mais Médicos
",politica,www.boatos.org/politica/pegadinha-governo-proibe-doze-anos-de-escravidao-em-cidades-com-mais-medicos.html
2373,"
Cientistas clonam dinossauro com sucesso na Inglaterra #boato
",ciencia,www.boatos.org/ciencia/noticia-falsa-cientistas-clonam-dinossauro-com-sucesso-na-inglaterra.html
2374,"
Hoax: Obama aprova implantação de microchips em seres humanos nos EUA
",mundo,www.boatos.org/mundo/hoax-obama-aprova-implantacao-de-microchips-em-seres-humanos-nos-eua.html
2375,"
Kim Jong-Un obriga uso de corte de cabelo na Coreia do Norte #boato
",politica,www.boatos.org/politica/boato-kim-jong-un-obriga-uso-de-corte-de-cabelo-na-coreia-norte.html
2376,"
Informação falsa: Pastor Silas Malafaia pertence à maçonaria
",religiao,www.boatos.org/religiao/informacao-falsa-pastor-silas-malafaia-pertence-maconaria.html
2377,"
Confira a lista de pegadinhas do Google para o 1º de abril de 2014
",tecnologia,www.boatos.org/tecnologia/confira-lista-de-pegadinhas-google-para-o-1o-de-abril-de-2014.html
2378,"
Pegadinha: Google lança jogo do Pokémon em realidade aumentada no Maps
",tecnologia,www.boatos.org/tecnologia/pegadinha-google-lanca-jogo-pokemon-em-realidade-aumentada-maps.html
2379,"
Pegadinha de 1º de abril: Google lança mão mágica para smartphones
",tecnologia,www.boatos.org/tecnologia/pegadinha-de-1o-de-abril-google-lanca-mao-magica-para-smartphones.html
2380,"
Hoax: compartilhe imagem de criança com cabeça deformada no Facebook
",tecnologia,www.boatos.org/tecnologia/hoax-compartilhe-imagem-de-crianca-com-cabeca-deformada-facebook.html
2381,"
História falsa fala do experimento socialista de Adrian Rogers
",mundo,www.boatos.org/mundo/historia-falsa-fala-experimento-socialista-de-adrian-rogers.html
2382,"
Leia na íntegra o texto que fala do experimento socialista de Adrian Rogers
",original,www.boatos.org/original/leia-na-integra-o-texto-que-fala-experimento-socialista-de-adrian-rogers.html
2383,"
Teoria da conspiração aponta que Michelle Obama é um homem
",mundo,www.boatos.org/mundo/teoria-da-conspiracao-aponta-que-michelle-obama-e-um-homem.html
2384,"
Lenda: falsa enfermeira está passando HIV em suposto teste de glicose
",brasil,www.boatos.org/brasil/lenda-falsa-enfermeira-esta-passando-hiv-em-suposto-teste-de-glicose.html
2385,"
Notícia falsa: estudo revela que irmão mais novo é mais bonito
",saude,www.boatos.org/saude/noticia-falsa-estudo-revela-que-irmao-mais-novo-e-mais-bonito.html
